City,Latitude,Longitude,Property_Type,Ownership,Condition,Available_Utilities,Bedrooms,Bathrooms,Size_sqm,Price_NGN
Jos,9.90544,8.83637,Duplex,Rent,New,Internet,6.0,1.0,349.0,173032998.0
Kaduna,10.50693,7.44102,Duplex,Sale,Old,Electricity,6.0,3.0,178.0,274701490.0
Abuja,9.08814,7.38021,Duplex,Sale,Fairly Used,Parking,1.0,2.0,105.0,35725982.0
Abuja,9.12455,7.44243,Duplx,Rent,Fairly Used,Internet,5.0,1.0,283.0,232870314.0
Maiduguri,11.82892,13.14431,Apartment,Sale,New,Water,3.0,1.0,583.0,43989972.0
Jos,9.89967,8.85981,Duplx,Rent,Fairly Used,Parking,6.0,2.0,121.0,43214162.0
Ibadan,7.33157,3.89849,Duplx,Rent,New,Electricity,5.0,1.0,343.0,436916596.0
Enugu,6.55826,7.53109,Duplx,Sale,New,Electricity,4.0,3.0,244.0,257895120.0
Abuja,9.12217,7.40747,Mini Flat,Rent,New,Security,6.0,4.0,68.0,69594692.0
Port harcourt,4.82842,7.075,Bungalow,Rent,New,Water,2.0,2.0,479.0,180810346.0
Jos,9.9216,8.82689,Appartment,Sale,New,Parking,2.0,3.0,40.0,228836571.0
Lagos,6.49284,3.36743,Detached House,Rent,New,Parking,2.0,4.0,132.0,80431446.0
Abuja,9.06116,7.40128,Studio,Rent,Fairly Used,Water,5.0,1.0,304.0,176283123.0
Ibadan,7.33639,3.95723,Mini Flat,Sale,New,Parking,6.0,3.0,413.0,22359176.0
Ibadan,7.41862,3.98551,Bungalow,Sale,Old,Internet,6.0,2.0,79.0,7291427.0
Jos,9.92005,8.87724,Duplx,Sale,New,Parking,5.0,3.0,559.0,50474844.0
Benin city,6.35269,5.58402,Appartment,Sale,Fairly Used,Water,2.0,1.0,241.0,441390310.0
Enugu,6.54167,7.47228,Detached House,Sale,New,Parking,6.0,2.0,274.0,141765465.0
Benin city,6.28595,5.56567,Apartment,Sale,Fairly Used,Water,4.0,4.0,458.0,160888847.0
Lagos,6.55931,3.33643,Detached House,Rent,Fairly Used,Parking,6.0,4.0,240.0,25611332.0
Kaduna,10.4791,7.41144,Duplx,Sale,Old,Parking,6.0,3.0,466.0,253604461.0
Kano,11.96994,8.56393,Mini Flat,Sale,Old,Internet,2.0,3.0,592.0,37922104.0
Jos,9.94206,8.8574,Studio,Rent,Old,Parking,1.0,1.0,330.0,78622767.0
Kano,12.01675,8.63425,Detached House,Rent,Old,Parking,3.0,2.0,197.0,45896247.0
Jos,9.92241,8.8803,Duplex,Sale,New,Water,6.0,2.0,410.0,65109205.0
Port harcourt,4.86208,7.06579,Bungalow,Rent,Fairly Used,Internet,6.0,4.0,335.0,24477741.0
Maiduguri,11.86346,13.1076,Studio,Sale,New,Internet,5.0,1.0,330.0,51960898.0
Lagos,6.54622,3.40933,Apartment,Sale,New,Security,2.0,2.0,464.0,393663842.0
Lagos,6.50292,3.42553,Duplex,Sale,Old,Water,6.0,2.0,94.0,8773249.0
Benin city,6.35104,5.55954,Duplex,Sale,Fairly Used,Security,2.0,1.0,491.0,130740298.0
Ibadan,7.42063,3.96287,Detached House,Sale,Old,Security,5.0,3.0,330.0,55557962.0
Abuja,9.08058,7.43444,Duplex,Rent,Old,Parking,6.0,2.0,399.0,23624204.0
Kano,12.03823,8.56316,Studio,Sale,Old,Electricity,2.0,2.0,583.0,325521385.0
Enugu,6.48536,7.46254,Mini Flat,Rent,Fairly Used,Parking,1.0,2.0,335.0,55075087.0
Ibadan,7.39589,3.97947,Duplex,Rent,New,Internet,1.0,3.0,532.0,47120474.0
Kaduna,10.54279,7.39297,Detached House,Sale,Old,Water,5.0,1.0,324.0,99536447.0
Benin city,6.34502,5.63139,Duplex,Rent,Fairly Used,Internet,4.0,1.0,180.0,368260639.0
Benin city,6.36154,5.57989,Appartment,Sale,New,Internet,3.0,2.0,299.0,92867120.0
Abuja,9.06305,7.41247,Duplex,Rent,Old,Water,4.0,1.0,431.0,59742848.0
Lagos,6.53652,3.35397,Studio,Rent,New,Electricity,2.0,2.0,96.0,6666034.0
Kano,12.05146,8.57213,Mini Flat,Sale,New,Electricity,5.0,4.0,466.0,95089903.0
Lagos,6.48109,3.3605,Bungalow,Sale,New,Parking,6.0,3.0,113.0,129394745.0
Kano,12.03919,8.5662,Duplx,Sale,Fairly Used,Security,6.0,4.0,271.0,92534206.0
Kano,11.9551,8.60959,Apartment,Rent,Fairly Used,Water,3.0,2.0,247.0,34230552.0
Abuja,9.09063,7.37495,Duplex,Rent,Fairly Used,Parking,4.0,4.0,234.0,369630155.0
Abuja,9.05437,7.42049,Duplx,Sale,Old,Parking,6.0,1.0,437.0,1920584.0
Port harcourt,4.83639,7.06696,Appartment,Rent,Fairly Used,Electricity,1.0,3.0,123.0,351809089.0
Abuja,9.11256,7.39045,Duplex,Rent,New,Parking,4.0,1.0,91.0,39925520.0
Lagos,6.48861,3.37761,Appartment,Sale,Fairly Used,Electricity,6.0,4.0,260.0,120078258.0
Enugu,6.53916,7.52554,Apartment,Rent,New,Parking,5.0,3.0,509.0,465416787.0
Ibadan,7.40086,3.97593,Mini Flat,Rent,Fairly Used,Water,2.0,3.0,384.0,8768219.0
Port harcourt,4.86302,7.09876,Duplx,Rent,New,Water,2.0,1.0,254.0,87253018.0
Lagos,6.55395,3.33048,Studio,Sale,New,Security,5.0,4.0,254.0,23994386.0
Kaduna,10.56265,7.43356,Mini Flat,Sale,Fairly Used,Water,3.0,3.0,549.0,44787269.0
Jos,9.85594,8.86851,Duplx,Rent,New,Security,4.0,3.0,302.0,6226722.0
Lagos,6.52627,3.38281,Detached House,Rent,New,Internet,6.0,4.0,417.0,21785845.0
Port harcourt,4.80448,7.07264,Appartment,Rent,Fairly Used,Electricity,3.0,3.0,279.0,256690428.0
Ibadan,7.39207,3.94956,Mini Flat,Rent,Old,Water,3.0,4.0,471.0,382595220.0
Kaduna,10.51259,7.42839,Apartment,Sale,Old,Parking,2.0,1.0,547.0,49929935.0
Maiduguri,11.86604,13.15951,Bungalow,Sale,Fairly Used,Internet,3.0,4.0,540.0,25611670.0
Kano,11.95318,8.61329,Mini Flat,Sale,New,Electricity,4.0,1.0,284.0,55716434.0
Kaduna,10.49574,7.47272,Duplx,Rent,Old,Internet,1.0,1.0,381.0,51173422.0
Jos,9.91511,8.85608,Duplex,Rent,Fairly Used,Internet,3.0,2.0,59.0,34275681.0
Kaduna,10.55804,7.42325,Apartment,Rent,Fairly Used,Security,6.0,2.0,250.0,32298510.0
Ibadan,7.35622,3.96071,Studio,Sale,Fairly Used,Electricity,3.0,2.0,596.0,37202259.0
Benin city,6.3441,5.59416,Bungalow,Rent,Fairly Used,Parking,5.0,4.0,582.0,87139325.0
Jos,9.86357,8.81053,Bungalow,Sale,Fairly Used,Parking,2.0,3.0,128.0,19728270.0
Benin city,6.34344,5.64729,Bungalow,Sale,New,Security,4.0,1.0,356.0,77923531.0
Jos,9.88438,8.84826,Studio,Sale,Old,Water,4.0,1.0,264.0,69023757.0
Lagos,6.53012,3.38463,Studio,Sale,Fairly Used,Security,5.0,1.0,481.0,31023115.0
Kano,11.96707,8.59642,Studio,Rent,New,Security,1.0,3.0,530.0,59986319.0
Benin city,6.33057,5.60424,Duplx,Sale,New,Parking,4.0,1.0,424.0,35943450.0
Jos,9.92854,8.87535,Appartment,Sale,New,Electricity,3.0,4.0,389.0,442216674.0
Jos,9.93143,8.85039,Detached House,Rent,Fairly Used,Electricity,4.0,4.0,175.0,417366745.0
Kaduna,10.51011,7.41241,Bungalow,Sale,Old,Water,5.0,1.0,182.0,96461790.0
Kaduna,10.53045,7.48712,Mini Flat,Sale,Fairly Used,Parking,3.0,2.0,213.0,90339442.0
Port harcourt,4.84802,7.01076,Duplex,Sale,New,Water,4.0,4.0,526.0,41467421.0
Maiduguri,11.83299,13.10222,Duplx,Sale,Old,Security,2.0,3.0,351.0,476381384.0
Abuja,9.099,7.42566,Apartment,Sale,New,Electricity,5.0,1.0,447.0,408881777.0
Abuja,9.06711,7.36287,Duplex,Sale,New,Electricity,2.0,1.0,416.0,57334673.0
Ibadan,7.33054,3.98418,Bungalow,Sale,New,Parking,4.0,4.0,362.0,53036846.0
Jos,9.8566,8.87271,Apartment,Sale,New,Security,3.0,3.0,327.0,68701415.0
Enugu,6.54263,7.54458,Apartment,Sale,Fairly Used,Water,4.0,2.0,433.0,276591020.0
Kano,12.03178,8.55739,Duplex,Sale,Old,Security,2.0,4.0,378.0,377990989.0
Abuja,9.04024,7.35606,Mini Flat,Sale,New,Electricity,2.0,1.0,322.0,292896276.0
Kano,12.03913,8.55391,Mini Flat,Rent,New,Water,5.0,4.0,68.0,69874619.0
Kano,12.04105,8.62261,Apartment,Rent,Old,Water,3.0,2.0,110.0,31568392.0
Kaduna,10.53736,7.46853,Apartment,Rent,Fairly Used,Water,4.0,4.0,169.0,298566053.0
Jos,9.90686,8.8429,Studio,Rent,Fairly Used,Parking,2.0,4.0,590.0,424745124.0
Jos,9.94599,8.81295,Mini Flat,Sale,Old,Security,1.0,2.0,149.0,55297389.0
Lagos,6.48689,3.34835,Studio,Rent,Fairly Used,Electricity,5.0,4.0,528.0,7055196.0
Jos,9.85714,8.87312,Duplex,Rent,Old,Parking,2.0,3.0,310.0,463576541.0
Port harcourt,4.79847,7.02525,Duplx,Rent,Old,Security,2.0,3.0,587.0,179332323.0
Port harcourt,4.82763,7.01902,Apartment,Sale,Old,Internet,6.0,2.0,340.0,62306361.0
Jos,9.85065,8.81616,Bungalow,Rent,New,Parking,1.0,2.0,238.0,224031339.0
Jos,9.89684,8.89896,Duplex,Rent,Fairly Used,Security,5.0,1.0,383.0,402477603.0
Kano,12.0087,8.63565,Studio,Sale,New,Security,2.0,4.0,596.0,88038502.0
Maiduguri,11.85972,13.12214,Studio,Sale,Old,Electricity,5.0,4.0,379.0,442831308.0
Benin city,6.30566,5.56372,Duplex,Sale,Fairly Used,Electricity,6.0,2.0,127.0,65168945.0
Abuja,9.06665,7.43095,Detached House,Sale,Old,Electricity,3.0,1.0,215.0,63685674.0
Kaduna,10.54138,7.42297,Mini Flat,Rent,Fairly Used,Parking,6.0,3.0,166.0,440015253.0
Kano,12.01199,8.54462,Bungalow,Sale,Fairly Used,Security,3.0,3.0,409.0,47026761.0
Kano,12.01878,8.63192,Studio,Rent,Old,Parking,2.0,2.0,467.0,149407590.0
Jos,9.9314,8.87791,Apartment,Rent,Old,Internet,6.0,1.0,556.0,131737880.0
Jos,9.88699,8.88544,Bungalow,Rent,Fairly Used,Water,6.0,4.0,163.0,38569199.0
Enugu,6.52374,7.53984,Detached House,Sale,Old,Electricity,3.0,4.0,317.0,243745849.0
Jos,9.93058,8.87598,Appartment,Rent,New,Security,4.0,3.0,92.0,322022151.0
Kano,11.96539,8.63272,Bungalow,Rent,New,Electricity,6.0,2.0,52.0,457501529.0
Kaduna,10.5239,7.39348,Duplx,Sale,New,Security,4.0,2.0,543.0,17334070.0
Port harcourt,4.85017,7.073,Duplex,Sale,New,Water,1.0,3.0,366.0,88348682.0
Kano,12.0317,8.63081,Mini Flat,Sale,Old,Internet,5.0,4.0,99.0,50780164.0
Lagos,6.51001,3.40775,Appartment,Rent,Fairly Used,Security,2.0,3.0,87.0,404766886.0
Kaduna,10.55687,7.47741,Appartment,Rent,Old,Parking,6.0,1.0,539.0,417416504.0
Jos,9.8615,8.84727,Mini Flat,Sale,New,Electricity,1.0,4.0,118.0,16421588.0
Enugu,6.47526,7.5103,Studio,Rent,Fairly Used,Parking,6.0,4.0,114.0,273741234.0
Lagos,6.48495,3.41511,Duplex,Sale,Fairly Used,Security,3.0,3.0,263.0,380256570.0
Lagos,6.54032,3.41673,Studio,Rent,Old,Security,3.0,3.0,337.0,9601039.0
Benin city,6.3259,5.59773,Duplex,Sale,New,Security,5.0,3.0,451.0,63973354.0
Kaduna,10.55879,7.4754,Apartment,Rent,Fairly Used,Security,3.0,3.0,357.0,47399255.0
Kaduna,10.5227,7.39775,Duplex,Rent,New,Security,3.0,3.0,591.0,329493791.0
Enugu,6.47593,7.53209,Mini Flat,Sale,Fairly Used,Water,5.0,1.0,405.0,14468692.0
Abuja,9.07667,7.42557,Bungalow,Sale,Fairly Used,Parking,2.0,1.0,489.0,76063348.0
Lagos,6.53872,3.38082,Duplex,Sale,New,Internet,2.0,4.0,234.0,275933629.0
Abuja,9.09211,7.39601,Detached House,Rent,New,Internet,6.0,1.0,278.0,12851335.0
Jos,9.88087,8.87309,Studio,Rent,Fairly Used,Internet,6.0,1.0,237.0,491123659.0
Maiduguri,11.82576,13.11224,Studio,Rent,New,Electricity,4.0,1.0,276.0,29458524.0
Abuja,9.12494,7.36491,Duplx,Sale,Old,Water,2.0,3.0,349.0,466992271.0
Ibadan,7.38382,3.92198,Duplx,Rent,Fairly Used,Security,2.0,1.0,297.0,9358231.0
Kano,11.97027,8.60271,Studio,Sale,Fairly Used,Internet,1.0,2.0,138.0,74821248.0
Lagos,6.47463,3.3469,Detached House,Sale,Old,Security,6.0,2.0,525.0,89111628.0
Kaduna,10.56647,7.42119,Studio,Rent,Old,Water,6.0,1.0,319.0,36816279.0
Maiduguri,11.8547,13.13473,Mini Flat,Sale,Fairly Used,Parking,1.0,2.0,358.0,30762904.0
Ibadan,7.40369,3.9455,Mini Flat,Sale,New,Internet,5.0,1.0,229.0,94943387.0
Jos,9.90281,8.88972,Duplx,Sale,Fairly Used,Internet,5.0,4.0,508.0,375385772.0
Kano,11.95649,8.59676,Studio,Rent,Old,Security,2.0,1.0,397.0,14983439.0
Port harcourt,4.79237,7.00466,Detached House,Rent,Old,Water,2.0,3.0,66.0,54115020.0
Port harcourt,4.81184,7.08455,Apartment,Rent,Fairly Used,Electricity,3.0,3.0,443.0,62767843.0
Port harcourt,4.7965,7.03433,Duplx,Rent,Old,Internet,5.0,3.0,366.0,453974832.0
Maiduguri,11.79711,13.18708,Duplx,Sale,New,Water,2.0,1.0,471.0,115334593.0
Enugu,6.48289,7.53631,Detached House,Sale,Old,Water,5.0,1.0,206.0,45438094.0
Enugu,6.5573,7.54588,Mini Flat,Rent,Fairly Used,Internet,1.0,1.0,134.0,8456535.0
Maiduguri,11.80643,13.10338,Duplx,Rent,New,Electricity,6.0,1.0,209.0,16484465.0
Port harcourt,4.85724,7.06026,Duplx,Sale,Old,Parking,2.0,3.0,366.0,62434686.0
Kaduna,10.54967,7.43531,Duplx,Sale,New,Water,3.0,2.0,509.0,43382152.0
Lagos,6.54465,3.39518,Duplex,Sale,Fairly Used,Water,4.0,4.0,229.0,99473063.0
Ibadan,7.33565,3.90279,Detached House,Rent,Fairly Used,Electricity,6.0,4.0,188.0,67708637.0
Lagos,6.55889,3.35794,Duplx,Rent,Old,Electricity,1.0,2.0,503.0,52586382.0
Ibadan,7.38554,3.99022,Mini Flat,Rent,New,Security,6.0,4.0,287.0,45701291.0
Abuja,9.05314,7.35554,Mini Flat,Rent,Old,Internet,1.0,4.0,303.0,275854419.0
Lagos,6.49057,3.33685,Mini Flat,Rent,New,Water,6.0,2.0,176.0,54519707.0
Ibadan,7.36058,3.98384,Studio,Sale,New,Parking,4.0,3.0,450.0,65466316.0
Benin city,6.33964,5.55799,Apartment,Sale,Fairly Used,Electricity,3.0,3.0,288.0,378066554.0
Enugu,6.5134,7.46519,Duplex,Rent,Fairly Used,Internet,5.0,4.0,225.0,410098083.0
Kano,11.98931,8.58106,Studio,Sale,Old,Parking,6.0,4.0,508.0,76125096.0
Maiduguri,11.86171,13.1356,Apartment,Rent,Fairly Used,Security,5.0,4.0,452.0,209616311.0
Ibadan,7.36857,3.90915,Duplex,Rent,Fairly Used,Water,3.0,2.0,467.0,15143195.0
Kaduna,10.54939,7.43675,Detached House,Sale,New,Internet,2.0,2.0,444.0,406753754.0
Kano,12.0486,8.57191,Studio,Sale,New,Security,4.0,4.0,446.0,89542271.0
Ibadan,7.42339,3.89846,Mini Flat,Sale,Fairly Used,Internet,2.0,1.0,329.0,95232547.0
Kaduna,10.50725,7.43684,Apartment,Sale,Fairly Used,Internet,4.0,3.0,127.0,354338079.0
Lagos,6.48452,3.38561,Mini Flat,Rent,Fairly Used,Internet,2.0,4.0,459.0,135648219.0
Abuja,9.11316,7.42087,Apartment,Sale,Old,Water,4.0,3.0,357.0,75314086.0
Enugu,6.51436,7.53683,Bungalow,Rent,Old,Parking,5.0,3.0,243.0,130186217.0
Jos,9.93099,8.85489,Studio,Rent,New,Parking,5.0,2.0,206.0,48852596.0
Benin city,6.3102,5.60313,Mini Flat,Rent,Old,Internet,4.0,4.0,240.0,96855024.0
Ibadan,7.34852,3.93543,Bungalow,Sale,New,Parking,1.0,3.0,552.0,35748068.0
Benin city,6.38296,5.55626,Bungalow,Sale,New,Security,3.0,4.0,296.0,79360586.0
Enugu,6.55379,7.4902,Mini Flat,Rent,Old,Electricity,5.0,2.0,183.0,88944993.0
Ibadan,7.4088,3.91916,Mini Flat,Sale,Fairly Used,Security,3.0,4.0,449.0,449162855.0
Benin city,6.3321,5.64271,Duplex,Rent,Old,Parking,3.0,2.0,184.0,81815996.0
Jos,9.86619,8.89496,Appartment,Sale,New,Security,5.0,3.0,292.0,490811763.0
Maiduguri,11.80961,13.16328,Studio,Rent,Fairly Used,Internet,1.0,2.0,63.0,270501329.0
Ibadan,7.41843,3.95378,Studio,Sale,Fairly Used,Internet,5.0,1.0,442.0,96712344.0
Lagos,6.50676,3.38832,Studio,Sale,Fairly Used,Water,5.0,1.0,328.0,296114240.0
Jos,9.88705,8.82288,Apartment,Sale,Fairly Used,Parking,1.0,2.0,285.0,90792535.0
Benin city,6.34182,5.61225,Duplx,Sale,Fairly Used,Water,4.0,3.0,509.0,128913968.0
Ibadan,7.37027,3.93498,Duplx,Sale,New,Security,1.0,4.0,301.0,65306675.0
Benin city,6.34889,5.5901,Duplx,Rent,Fairly Used,Security,5.0,4.0,591.0,80242192.0
Kaduna,10.54427,7.47033,Duplex,Sale,New,Water,2.0,3.0,509.0,315110243.0
Maiduguri,11.79065,13.11886,Duplx,Sale,Old,Security,5.0,4.0,467.0,196902873.0
Jos,9.88496,8.89612,Duplex,Sale,Old,Security,5.0,3.0,280.0,43571164.0
Jos,9.87511,8.84362,Bungalow,Sale,Old,Parking,1.0,1.0,381.0,451124550.0
Benin city,6.29774,5.62117,Bungalow,Sale,Fairly Used,Water,3.0,2.0,515.0,443615278.0
Ibadan,7.42597,3.9649,Bungalow,Sale,Fairly Used,Water,1.0,4.0,368.0,429635406.0
Lagos,6.50721,3.38382,Appartment,Sale,New,Water,4.0,2.0,290.0,48609060.0
Kaduna,10.56909,7.4345,Mini Flat,Rent,New,Electricity,4.0,1.0,458.0,192803015.0
Abuja,9.03014,7.41827,Duplex,Sale,New,Security,4.0,1.0,274.0,21100432.0
Abuja,9.06564,7.42454,Mini Flat,Rent,New,Water,3.0,4.0,462.0,56106337.0
Benin city,6.35955,5.59052,Appartment,Sale,Fairly Used,Parking,3.0,3.0,304.0,68345831.0
Port harcourt,4.7757,7.04445,Mini Flat,Sale,New,Security,1.0,1.0,323.0,55165332.0
Port harcourt,4.81182,7.07639,Appartment,Sale,Old,Security,4.0,3.0,158.0,473843366.0
Benin city,6.35868,5.61629,Mini Flat,Sale,Old,Parking,5.0,1.0,356.0,99636525.0
Jos,9.87461,8.85581,Appartment,Sale,Old,Parking,4.0,1.0,229.0,351748384.0
Benin city,6.32895,5.60074,Appartment,Sale,Fairly Used,Water,1.0,2.0,594.0,69641910.0
Maiduguri,11.84636,13.19705,Detached House,Rent,Fairly Used,Water,1.0,3.0,212.0,59552071.0
Ibadan,7.40016,3.94342,Duplx,Sale,Fairly Used,Water,1.0,1.0,124.0,20837710.0
Benin city,6.36369,5.57114,Mini Flat,Rent,Fairly Used,Security,6.0,4.0,63.0,57638338.0
Port harcourt,4.83749,7.06852,Studio,Rent,Fairly Used,Water,3.0,1.0,478.0,8602065.0
Enugu,6.48613,7.46442,Duplx,Sale,Fairly Used,Electricity,5.0,1.0,225.0,117460120.0
Ibadan,7.33217,3.92652,Studio,Sale,Old,Parking,5.0,1.0,418.0,354888839.0
Port harcourt,4.82821,7.04537,Mini Flat,Rent,New,Water,6.0,1.0,502.0,38253207.0
Kaduna,10.55309,7.46227,Detached House,Rent,New,Electricity,2.0,3.0,562.0,131996443.0
Benin city,6.34513,5.61958,Apartment,Rent,Fairly Used,Water,1.0,2.0,293.0,84413371.0
Abuja,9.07129,7.39825,Appartment,Sale,Old,Electricity,1.0,3.0,304.0,30270992.0
Benin city,6.35861,5.57613,Duplx,Rent,New,Parking,2.0,2.0,354.0,330168883.0
Abuja,9.10141,7.42964,Duplex,Sale,Fairly Used,Electricity,5.0,4.0,243.0,216033154.0
Maiduguri,11.81831,13.14592,Apartment,Rent,Fairly Used,Security,2.0,2.0,262.0,43718585.0
Kano,11.96381,8.56063,Duplex,Rent,New,Internet,5.0,3.0,75.0,22468631.0
Kano,12.01359,8.61073,Bungalow,Rent,Fairly Used,Internet,3.0,4.0,589.0,98406107.0
Kaduna,10.50017,7.40843,Detached House,Sale,New,Water,6.0,2.0,418.0,12059976.0
Kano,11.95433,8.61617,Detached House,Sale,Fairly Used,Parking,2.0,3.0,513.0,456225938.0
Benin city,6.3373,5.62089,Apartment,Sale,Fairly Used,Security,4.0,4.0,312.0,96265455.0
Benin city,6.33132,5.64993,Bungalow,Sale,New,Parking,1.0,4.0,211.0,80333457.0
Kano,11.98452,8.64098,Mini Flat,Rent,Fairly Used,Electricity,5.0,4.0,408.0,145564939.0
Port harcourt,4.77628,7.03884,Appartment,Rent,New,Internet,1.0,3.0,436.0,136724342.0
Maiduguri,11.84068,13.10199,Duplx,Sale,Old,Electricity,5.0,1.0,126.0,19682196.0
Jos,9.9173,8.85125,Studio,Sale,Old,Water,4.0,1.0,265.0,438393709.0
Ibadan,7.36852,3.97944,Mini Flat,Rent,Fairly Used,Parking,2.0,4.0,42.0,143152431.0
Maiduguri,11.83007,13.16251,Bungalow,Rent,New,Water,4.0,2.0,446.0,56487281.0
Kano,12.04897,8.57116,Mini Flat,Sale,Fairly Used,Parking,5.0,4.0,133.0,417983884.0
Enugu,6.54375,7.45878,Duplex,Sale,Fairly Used,Electricity,4.0,4.0,77.0,422632983.0
Lagos,6.498,3.34486,Appartment,Sale,Old,Internet,5.0,1.0,473.0,455438706.0
Abuja,9.06064,7.36816,Detached House,Rent,Fairly Used,Electricity,5.0,2.0,76.0,339646399.0
Abuja,9.03339,7.41827,Studio,Sale,Old,Electricity,1.0,3.0,49.0,94923490.0
Jos,9.87765,8.82458,Studio,Rent,Old,Internet,6.0,4.0,339.0,420966677.0
Enugu,6.55421,7.47986,Duplx,Rent,Fairly Used,Security,5.0,2.0,354.0,86447382.0
Port harcourt,4.82567,7.06957,Studio,Sale,Old,Parking,5.0,4.0,204.0,332517680.0
Kaduna,10.48666,7.42718,Duplex,Sale,Fairly Used,Security,5.0,1.0,294.0,26430736.0
Enugu,6.49044,7.51349,Studio,Rent,New,Parking,4.0,3.0,153.0,4933339.0
Jos,9.91109,8.82393,Apartment,Rent,New,Security,6.0,4.0,478.0,31389945.0
Jos,9.85045,8.82134,Duplex,Rent,Old,Electricity,5.0,1.0,382.0,363557751.0
Lagos,6.53748,3.42815,Appartment,Rent,New,Parking,1.0,2.0,422.0,51667380.0
Enugu,6.57173,7.54559,Studio,Sale,Old,Water,5.0,1.0,588.0,84949866.0
Jos,9.86123,8.85532,Duplex,Sale,New,Security,1.0,2.0,79.0,96164583.0
Kano,11.98278,8.6235,Mini Flat,Sale,New,Electricity,5.0,1.0,211.0,29270213.0
Port harcourt,4.80362,7.00058,Mini Flat,Sale,Fairly Used,Electricity,3.0,2.0,279.0,218656105.0
Lagos,6.56747,3.33784,Duplx,Sale,New,Water,4.0,4.0,437.0,56953066.0
Ibadan,7.35422,3.98387,Duplx,Rent,Fairly Used,Parking,3.0,3.0,232.0,90644087.0
Abuja,9.05504,7.36381,Detached House,Rent,New,Parking,5.0,3.0,396.0,8813237.0
Maiduguri,11.84789,13.17556,Bungalow,Sale,New,Water,3.0,1.0,511.0,32469481.0
Enugu,6.50662,7.51574,Apartment,Sale,Old,Parking,4.0,1.0,450.0,459097405.0
Ibadan,7.35871,3.91367,Mini Flat,Sale,Old,Electricity,3.0,3.0,542.0,43848349.0
Ibadan,7.40604,3.96865,Detached House,Rent,New,Electricity,4.0,1.0,594.0,310765764.0
Benin city,6.37516,5.56204,Mini Flat,Rent,Fairly Used,Electricity,1.0,2.0,534.0,22488251.0
Abuja,9.07036,7.37246,Studio,Rent,Fairly Used,Parking,2.0,1.0,316.0,350254713.0
Abuja,9.03148,7.43917,Apartment,Rent,New,Security,5.0,2.0,124.0,77686778.0
Maiduguri,11.84051,13.17398,Duplex,Sale,Old,Parking,6.0,1.0,353.0,16889911.0
Kaduna,10.53554,7.41548,Duplex,Sale,New,Electricity,1.0,2.0,548.0,50198908.0
Enugu,6.57376,7.52187,Bungalow,Sale,Old,Parking,2.0,4.0,341.0,81096115.0
Kano,11.99092,8.60678,Duplex,Sale,Old,Security,3.0,4.0,53.0,69187765.0
Kano,12.01443,8.62373,Studio,Sale,New,Internet,5.0,2.0,259.0,36228746.0
Kano,12.00922,8.62935,Bungalow,Rent,New,Electricity,1.0,1.0,363.0,25248756.0
Enugu,6.54147,7.47006,Studio,Rent,Fairly Used,Security,6.0,2.0,424.0,83701378.0
Port harcourt,4.85466,7.02327,Detached House,Rent,Old,Parking,6.0,2.0,411.0,96025961.0
Kano,11.95671,8.61373,Detached House,Rent,Fairly Used,Security,3.0,3.0,467.0,152170734.0
Ibadan,7.34649,3.99446,Studio,Sale,Fairly Used,Security,3.0,4.0,344.0,56193892.0
Jos,9.89629,8.81022,Mini Flat,Sale,Old,Electricity,2.0,2.0,586.0,78891888.0
Benin city,6.34971,5.57775,Appartment,Sale,Old,Water,4.0,2.0,470.0,117172846.0
Maiduguri,11.85292,13.16878,Studio,Sale,Fairly Used,Parking,4.0,3.0,284.0,58072766.0
Port harcourt,4.76608,7.08878,Studio,Sale,Old,Water,3.0,2.0,418.0,371155114.0
Enugu,6.51943,7.49707,Detached House,Rent,Old,Parking,2.0,1.0,334.0,34751475.0
Lagos,6.55743,3.39657,Appartment,Sale,Fairly Used,Electricity,6.0,4.0,328.0,8080229.0
Benin city,6.35825,5.63787,Appartment,Sale,Fairly Used,Parking,5.0,4.0,335.0,207687852.0
Benin city,6.30657,5.58162,Duplex,Rent,New,Water,4.0,1.0,243.0,466421331.0
Benin city,6.34228,5.59641,Studio,Sale,Old,Parking,4.0,2.0,396.0,181042299.0
Ibadan,7.33322,3.93433,Duplex,Rent,Fairly Used,Internet,3.0,4.0,359.0,17769465.0
Port harcourt,4.8428,7.00494,Duplex,Rent,Old,Water,1.0,2.0,268.0,28472692.0
Kaduna,10.54664,7.43977,Appartment,Rent,New,Security,2.0,3.0,283.0,314461964.0
Lagos,6.52146,3.35672,Bungalow,Sale,Old,Water,3.0,2.0,43.0,455454667.0
Abuja,9.04948,7.43551,Duplx,Sale,Fairly Used,Security,3.0,2.0,465.0,135563827.0
Kaduna,10.51928,7.44121,Apartment,Rent,New,Parking,2.0,4.0,574.0,146806067.0
Benin city,6.29729,5.61892,Detached House,Sale,New,Parking,5.0,3.0,142.0,354586380.0
Benin city,6.37308,5.63466,Mini Flat,Sale,New,Parking,4.0,3.0,147.0,46177592.0
Enugu,6.49497,7.55683,Apartment,Rent,New,Internet,3.0,1.0,346.0,53934093.0
Maiduguri,11.8022,13.11307,Appartment,Sale,Old,Internet,3.0,4.0,132.0,39543864.0
Enugu,6.52167,7.46603,Studio,Sale,Old,Security,2.0,3.0,175.0,136392680.0
