Title,Price,Location,Description
"4bdrm Bungalow in Teller Estate, Akobo for sale","₦ 20,000,000",Akobo,"4 bedrooms all en suite with security House fenced but not gated, roofed completed Contact for..."
"4bdrm Bungalow in Aba Odan, Alakia for sale","₦ 21,000,000",Alakia,4bedroom consisting 4 bath/toilets sitting on a plot of land of 120/60 in Aba Odan in Alakia egbeda...
"6bdrm Duplex in Mogana Elebu, Akala Express for sale","₦ 65,000,000",Akala Express,Six rooms duplex with Three seating rooms. One upstairs Two down stairs Kitchen with a separate...
3bdrm Bungalow in Akobo for sale,"₦ 55,000,000",Akobo,"3 bedroom flat with room/parlor BQ for sale at Elewuro Akobo, Ibadan Features - Access road -..."
"4bdrm Duplex in Peace Estate , for sale","₦ 125,000,000",Akala Express,*For sale* 2 units of newly built 4bedroom duplex with contemporary amenities• *Location : peace...
4bdrm Duplex in Oluyole Estate for sale,"₦ 220,000,000",Oluyole Estate,"4 bedroom duplex at Star Gate Oluyole Estate, Ibadan 4 Bedroom Duplexes (Gated and Fully Secured..."
"Furnished 2bdrm Bungalow in Orogun Estate, Ojoo for sale","₦ 110,000,000",Ojoo,Nicely built bungalow for sale at Orogun estate. Ibadan. In a strategic location with exceptional...
"12bdrm House in Agbowo, University for sale","₦ 25,000,000",Agbowo,"*distress sale at barika, university of ibadan area* *a 12-room tenement building on the tarred road..."
"4bdrm Duplex in Sma Estate, Bodija for sale","₦ 200,000,000",Bodija,` |need to sell very fast|` *_|ongoing sale project|_* ♦A contemporary newly built and...
"2bdrm Block of Flats in Elebu, Akala Express for sale","₦ 85,000,000",Akala Express,5 flats sales at Elebu off Akala Express This property is a well very strategic 5 units of good...
6bdrm Bungalow in Agodi Gra for Sale,"₦ 250,000,000",Agodi,This is a very strategic lovely fully fenced and gated 1700 square meters piece of land with some...
2bdrm Block of Flats in Akala Express for sale,"₦ 50,000,000",Akala Express,"A standard 2 units of two bedroom flat on a plot of land for sale at Alaka, Elebu Oluyole Extension..."
4bdrm Duplex in Bodija for sale,"₦ 170,000,000",Bodija,For sale Luxury 8Units Of Newly Built 4Bedrooms Duplex with a room BQ Location : Aare Bodija...
4bdrm Duplex in Oluyole Estate for sale,"₦ 330,000,000",Oluyole Estate,"4 Bedroom Duplex at Blue Gare, Oluyole Estate, Ibadan (Gated and Fully Secured..."
7bdrm Block of Flats in Jericho for sale,"₦ 250,000,000",Jericho,"PROPERTY FOR SALE The property consist of 3bedroom flat Allroom ensuit, 2bedroom flat and room and..."
5bdrm Duplex in Bodija for sale,"₦ 260,000,000",Bodija,"*| NEED TO SELL VERY FAST| * *”AVAILABLE SALE LISTINGS”* A Contemporary new built, Structurally..."
"4bdrm Duplex in Engr. Lere Adigun, Basorun for sale","₦ 175,000,000",Basorun,"FOR SALE A Contemporary Newly built, Structurally Sound and tastefully designed Units of Four..."
10bdrm House in Olusanya Rind Road for sale,"₦ 50,000,000",Rind Road,"The tenement building has 16 bedrooms with each wing having its bathroom, toilet and kitchen This..."
10bdrm House in Aba Eleshin Apata for Sale,"₦ 35,000,000",Apata,This is a very massive property with 2 buildings The first one is a storey building of 4 flats with...
4bdrm Duplex in Akala Express for sale,"₦ 90,000,000",Akala Express,"4 bedroom Fully detached Duplexes for sale at Elebu, Oluyole Extension Ibadan Description: Standard..."
Furnished 5bdrm Duplex in Oluyole Estate for sale,"₦ 250,000,000",Oluyole Estate,Fully Detached 5 Bedroom Duplex with Penthouse plus BQ Oluyole Ibadan Location: Oluyole...
"4bdrm Duplex in Kolapo Ishola Gra, Akobo for sale","₦ 250,000,000",Akobo,*FOR SALE: Only for smart investors who recognize GOLD even in it's rough state** 2 UNIT OF...
"16bdrm Block of Flats in Orogun, Ibadan, Ojoo for sale","₦ 80,000,000",Ojoo,"4 nos of 3 bedroom flat, and one nos of 2 bedroom flat with two nos of room self contained for sale..."
"4bdrm Duplex in Lere Adigun Gra, Basorun for sale","₦ 200,000,000",Basorun,*4 Beds / Lere Adigun / For Sale !! Newly Built 4 Beds Semi-Detached Triplex Home In Newly...
5bdrm Duplex in Oluyole Estate for sale,"₦ 250,000,000",Oluyole Estate,"Newly Built Luxury 5 Bedroom Duplex + BQ at Oluyole Estate, Ibadan. This property is semi-furnished..."
"4bdrm Bungalow in Abdulsalam Estate, Akobo for sale","₦ 83,000,000",Akobo,luxury home for sale in a serene and secure environment with stable electricity a well-built and...
"4bdrm Duplex in Adeoye Adeosun, Akobo for sale","₦ 180,000,000",Akobo,FOR SALE 100% Direct to AFOLAYAN HOMES Excellent and Classy Newly Built Detached 5-Bedroom Duplex...
"Furnished 4bdrm Duplex in Kolapo Ishola Gra, Akobo for sale","₦ 175,000,000",Akobo,FOR SALE ( LAST UNIT!) *Cheapest Available Duplex in Ibadan GRA ■ Limited Offer (Valid This Week...
4bdrm Duplex in New Bodija for sale,"₦ 220,000,000",Bodija,*luxury 4 bedroom duplexes* direct instructions *luxurious 8 units of 4 bedroom duplexes in a mini...
"3bdrm Bungalow in Mega Estate, Mogana, Akala Express for sale","₦ 70,000,000",Akala Express,*DIRECT INSTRUCTION* A luxurious 3 bedroom flat and a 2 bedroom in the BQ on a 2 plots of land for...
4bdrm Duplex in Bodija for sale,"₦ 220,000,000",Bodija,Newly Built 4 Bedroom Fully Detached Duplex In Bodija Ibadan % Ready Made Home Buy & Move In ...
"4bdrm Bungalow in Gbongudu Ojurin, Akobo for sale","₦ 70,000,000",Akobo,*4 Beds / Akobo Newly Built 4 Beds / 5 Baths Bungalow Home + Smart Security Post in a Steady power...
"5bdrm Duplex in Tella Estate, Akobo for sale","₦ 50,000,000",Akobo,"*for sale at tella estate, ojurin, akobo.* * tastefully finished luxurious 5-bedroom detached duplex..."
4bdrm Bungalow in Akobo for sale,"₦ 70,000,000",Akobo,Newly Built 4 Beds / 5 Baths Bungalow Home + Smart Security Post in a Steady power supply ...
2bdrm House in Owode-Apata for sale,"₦ 45,000,000",Apata,INVESTMENT OPPORTUNITY WITH HIGH ROI This is a massive property having 8 units of executive...
"18bdrm Apartment in Isokan Estate, Ibadan for sale","₦ 55,000,000",Ibadan,For Sale Newly built 9 units of 2 bedroom apartments on 3 plots of land fully fenced and gated at...
"3bdrm Duplex in Akoto Estate, Akala for sale","₦ 150,000,000",Akala Express,Newly built twin 3 bedroom duplex at elebu environment for sale features: - gerard roof - ⁠full...
4bdrm Duplex in Jericho for sale,"₦ 200,000,000",Jericho,4 bedroom duplex with BQ at jericho area ibadan 4bed with BQ newly completed Location : Jericho
"Furnished 3bdrm Duplex in Progressive Estate, Akala Express for sale","₦ 220,000,000",Akala Express,4 flat of 3 bedroom at Progressive estate off akala express way Ibadan Rental income property...
"4bdrm Duplex in Carlton Gate Estate, Akobo for sale","₦ 220,000,000",Akobo,*4 Beds / Carlton Gate Akobo / 220M* For Sale !! Elegant Fully Detached 4 Beds Duplex Home with...
"4bdrm Bungalow in Lakuru Estate, Idi, Akobo for sale","₦ 40,000,000",Akobo,"For sale at ojurin akobo, ibadan tastefully finished luxurious 4-bedroom detached bungalow with..."
"2bdrm Duplex in Carlton Gate Estate, Akobo for sale","₦ 100,000,000",Akobo,*| NEED TO SELL VERY FAST| * *”AVAILABLE SALE LISTINGS”* A Contemporary newly built and structurally...
Furnished 5bdrm Duplex in Larry Estate Oluyole for sale,"₦ 285,000,000",Oluyole Estate,Direct instruction *newly built 5 bedroom duplex +bq* *description* this is a luxurious 5 bedroom...
"5bdrm Duplex in Blue Gate, Ibadan for sale","₦ 350,000,000",Ibadan,"Sales. Talk of beauty, here you go! Exquisitely built New 5 bedroom duplex with contemporary..."
4bdrm Duplex in Moniya for sale,"₦ 270,000,000",Moniya,Newly Built royal 4 bedroom Fully Detached Duplex In New Bodija Ibadan Stylish Royal Touch Duplex...
4bdrm Duplex in Oluyole Estate for sale,"₦ 220,000,000",Oluyole Estate,"Duplexes FOR SALE at Star Gate Oluyole Estate, Ibadan 4 Bedroom Duplex (Gated and Fully Secured..."
"5bdrm Duplex in Omolayo Estate, Akobo for sale","₦ 190,000,000",Akobo,"A 5 bedroom detached duplex + BQ Shobande, Omolayo Estate, Akobo, Ibadan"
"3bdrm Bungalow in Elewiodo, Ibadan, Basorun for sale","₦ 27,000,000",Basorun,Now sale Clean 4 bedroom bungalow for sale at Elewiodo... #Ibadan Asking 30m Net 27. 5 toilets
"5bdrm Duplex in Adex Area, Monatan, Iwo Road for sale","₦ 92,000,000",Iwo Road,All room Ensuite * 2 Living rooms with waiting rooms * 2 bedroom BQ * Reading room * Functional...
"5bdrm Duplex in Olapade Estate, Ologuneru for sale","₦ 110,000,000",Ologuneru,"A luxuriously built 5-bedroom duplex with swimming pool olapade estate, behind nnpc filling..."
"4bdrm Duplex in Accessible Through, Jericho for sale","₦ 135,000,000",Jericho,*| NEED TO SELL VERY FAST| * *”AVAILABLE SALE LISTINGS”* A Contemporary newly built and structurally...
Furnished 4bdrm Duplex in Idishin Jericho for sale,"₦ 150,000,000",Idishin,Newly built detached 4 bedrooms Duplex with state of art finishing in a court situated at Idishin...
"5bdrm Duplex in Blue Gate, Ibadan for sale","₦ 310,000,000",Ibadan,"Duplex FOR SALE at BLUE GATE, Oluyole Estate, Ibadan 4 Bedroom Duplex + Maid’s Room (Gated, Tarred..."
4bdrm Block of Flats in Ologuneru for sale,"₦ 100,000,000",Ologuneru,"A Neatly Used 4 bedroom storey building Opp. NNPC filling station Ologuneru, Ibadan. • Features -..."
4bdrm Duplex in Oluyole Estate for sale,"₦ 310,000,000",Oluyole Estate,"4 bedroom duplex with BQ at Blue Gate Oluyole Estate Ibadan Duplex FOR SALE at BLUE GATE, Oluyole..."
"Furnished 5bdrm Duplex in Carlton Gate, Akobo for sale","₦ 270,000,000",Akobo,"For sale: 4-bedroom duplex with a room bq* location: carlton gate estate, akobo,ibadan price:..."
"3bdrm Bungalow in Alafara Near Nihort, Idishin for sale","₦ 100,000,000",Idishin,"*3 Beds / Idishin Area / 100M* For Sale !! Modern 3 bedrooms bungalow home, in a residential gated..."
"5bdrm Bungalow in Mogaji Close, Iwo Road for sale","₦ 25,000,000",Iwo Road,"TWIN FLAT FOR SALE AT KUTE, IBADAN A Solidly Built Twin Flat Consisting of 3-Bedroom & 2-Bedroom..."
5bdrm Duplex in Malami Estate for sale,"₦ 300,000,000",Oluyole Estate,Hot sale 5bedroom fully detached duplex for sale facilities: - [ ] 5bedroom - [ ] fitted kitchen...
"Furnished 4bdrm Duplex in Carlton Gate, Akobo for sale","₦ 350,000,000",Akobo,"Newly built 4-bedroom fully detached duplex featuring a swimming pool, water fountain, beautiful..."
"9bdrm House in Anfani Near, Apata for sale","₦ 65,000,000",Apata,This is a mixed-use one storey building with a bq on the main tarred road. It can be used for many...
"3bdrm House in Harmony Gold Estate,, Ologuneru for sale","₦ 60,000,000",Ologuneru,"Two units of 3 bedroom flats, with 2 bedroom flat and 3 units of room self-contained all in a..."
4bdrm Duplex in Bodija for sale,"₦ 250,000,000",Bodija,Newly built 4 bedroom duplex with BQ at Ikolaba Estate bodija ibadan Newly built 4bedroom duplex...
"3bdrm Bungalow in Ayegun, Academy, Olomi for sale","₦ 30,000,000",Olomi,*3 Bedroom Bungalow / Ayegun /30M* *FOR SALE* Fully fenced and gated 3bedrooms apartment for sale....
"5bdrm Duplex in Kolapo Ishola Gra, Akobo for sale","₦ 430,000,000",Akobo,*5 Beds / Kolapo Akobo /* For Sale !! Newly Built 4 Bedroos Fully Detached Duplex Home with Room &...
"4bdrm Duplex in Carlton Gate Gra, Akobo for sale","₦ 200,000,000",Akobo,"Newly Built 4-Bedroom Duplex with BQ Location: Carlton Gate Estate, Ibadan Price:..."
"4bdrm Bungalow in Elewuro Estate, Akobo for sale","₦ 55,000,000",Akobo,"For Sales *A 4bedroom Bungalow with modern facilities on 621sqm of land at Elewuro, Akobo..."
"3bdrm Bungalow in Agara Estate Far To, Ibadan for sale","₦ 27,000,000",Ibadan,Bungalow for sale 3 Bedroom Bungalow on a landed property at Agara estate not too far to main road...
5bdrm Duplex in Eleyele for sale,"₦ 85,000,000",Eleyele,"Luxurious 5 bedroom semi-detached duplex in a secure estate in Ibadan, Oyo State Aside residential..."
Furnished 3bdrm Bungalow in Moniya for sale,"₦ 75,000,000",Moniya,"3 bedrooms flat and 2 bedrooms in a compound at Taiwo Olobi, Moniya Express Ibadan Features - Full..."
4bdrm Bungalow in Dugbe (Onireke) for Sale,"₦ 500,000,000",Dugbe (Onireke),5 bedrm duplex with 2 bedroom chalet basement on *1580sqm* It has Deed of Assignment. Built by G...
"4bdrm Duplex in Kolapo Ishola Gra, Akobo for sale","₦ 185,000,000",Akobo,*5 Beds / Kolapo Ishola / 185M* For Sale !! Newly constructed units of 4-bedroom detached duplex...
"4bdrm Block of Flats in Aworawo, Ojoo for sale","₦ 40,000,000",Ojoo,Two units of 4bedroom & 3bedroom with a garage on 801sqm land. Benefits Well fenced and...
Furnished 4bdrm Duplex in Old Bodija for sale,"₦ 230,000,000",Bodija,"Units of Newly built and fully furnished 4 bedroom terrace duplexe Location: Condo Estate, Old..."
"4bdrm Duplex in Chief Lateef Oyelade, Oluyole Estate for sale","₦ 200,000,000",Oluyole Estate,a luxuriously designed fully detached 4-bedroom duplex in prime location. *top features:* -...
"3bdrm Duplex in Providence, Ibadan for sale","₦ 110,000,000",Ibadan,For Sale Fully Detached 3 bedrooms duplex for sale with the necessary facilities within Providence...
"Furnished 6bdrm Duplex in Ire Akari, Akala for sale","₦ 120,000,000",Akala Express,"*Distress Sales on Akala Express* *6 bedroom detached duplex, all room en suits* Full pop Security..."
4bdrm Duplex in Oluyole Estate for sale,"₦ 300,000,000",Oluyole Estate,4 bedroom duplex with bq at aree oluyole area ibadan 4 bedroom fully detached duplex with a room...
"3bdrm Bungalow in Aho Estate, Ajibode for sale","₦ 38,000,000",Ajibode,"A 3 bedroom twin flat for sale at Aho Estate Ajibode, Ibadan. Features - Access road - Fenced -..."
5bdrm Duplex in Agodi Gra for sale,"₦ 200,000,000",Agodi,New Listing *5 Beds / Agodi GRA/200M* For Sale !! Modern 5 Beds Duplex Home in Fully Residential...
4bdrm Duplex in Alalubosa Gra for sale,"₦ 200,000,000",Alalubosa,Newly built of 4 bedroom duplex attached with A Room Bq with latest facilities inside. Located:...
"3bdrm Block of Flats in Aba Oba Street, Akobo for sale","₦ 18,000,000",Akobo,*direct brief.* uncompleted newly built 3 bedroom flat with 2 sitting room at aba oba olohunda abaa...
"3bdrm Bungalow in Owode Estate, Apata for sale","₦ 35,000,000",Apata,"This is a luxurious, beautiful and very neatly used 3 bedroom bungalow with the following..."
"2bdrm House in Kasunmu Estate, Akala Express for sale","₦ 55,000,000",Akala Express,"Uncompleted 9 units of 2 bedroom flat Kasumun Estate, Akala express Ibadan. LocationKasumun, Estate..."
12bdrm Bungalow in Iwo Road for sale,"₦ 12,000,000",Iwo Road,"Ten(10) units of 12ft by 12ft room with two toilets and two kitchen for sale at Muslim, Ibadan...."
"Furnished 4bdrm Duplex in Kolapo Ishola Gra, Akobo for sale","₦ 190,000,000",Akobo,5 bedroom duplex in gated estate at kolapo ishola gra akobo ibadan 5 Bedrooms Fully Detached Duplex...
"4bdrm Duplex in Carlton Gate Estate, Akobo for sale","₦ 150,000,000",Akobo,*4 Beds / Carlton Gate Akobo For Sale !! Fully Detached 4 Beds Duplex Home with Security Post In...
"3bdrm Apartment in Wofun Olodo, Ibadan for sale","₦ 17,000,000",Ibadan,*3 Beds / Wofun Olodo / 17M* For Sale !! Uncompleted 2 Beds with 1 Bedroom Apartment on 300 Sqm...
"6bdrm Block of Flats in Bola, Ojoo for sale","₦ 60,000,000",Ojoo,"Newly Built Twin 3-Bedroom Houses Location: Bola area, Arulogun Ojoo, Ibadan Discover this newly..."
"3bdrm Bungalow in Aba-Nla Street, Idishin for sale","₦ 50,000,000",Idishin,a luxuriously designed 3bedroom bungalow with security house. * top features include:-* ...
6bdrm Duplex in *Sales @ Lemon for sale,"₦ 130,000,000",Alalubosa,*Sales @ Lemon Street Alalubosa GRA Ibadan* 4 bedroom semi detached duplex with 2 rooms bq at...
Furnished 4bdrm Duplex in Akobo for sale,"₦ 170,000,000",Akobo,Fully detached 4-bedroom duplex with bq location: carlton gate kolapo ishola gra akobo ibadan ibadan...
4bdrm Duplex in Bodija for sale,"₦ 200,000,000",Bodija,Newly Built 4 Beds Fully Detached Duplex In Bodija Ibadan In An Ancient Neighborhood Bodija Ibadan...
20bdrm Block of Flats in Agbowo for sale,"₦ 75,000,000",Agbowo,"Old structure of 32 rooms of face me/face you for sale at Agbowo, UI Ibadan. Description: Old..."
"Furnished 7bdrm Duplex in Afin Iyana Estate, Eleyele for sale","₦ 300,000,000",Eleyele,*Furnished Property / Afin Iyanu / 300M* For Sale !! Fully Furnished duplex home comprises of 5...
"4bdrm Duplex in Bashorun Apampa, Jericho for sale","₦ 200,000,000",Jericho,*4 Beds / Jericho GRA / 200M* For Sale !! Newly build 4 Bedrooms Semi Detached Duplexes in a mini...
"7bdrm Mansion in Ajadi Estate, Ologuneru for sale","₦ 65,000,000",Ologuneru,"7 Bedroom uncompleted building , in a serene environments , Located in the heart of Ologuneru Ibadan..."
"4bdrm Duplex in Hallmark Estate, Akobo for sale","₦ 130,000,000",Akobo,"Fresh sales for sale: fully detached 4-bedroom duplex. *location:* palace estate, akala, akobo,..."
"5bdrm Duplex in Obiwale Crescent, Ibadan for sale","₦ 85,000,000",Ibadan,Direct instructions *Design your dream home* *Own this 5 bedroom SEMI - Detached dupelex (4 bed +...
3bdrm House in Oluyole Estate for sale,"₦ 280,000,000",Oluyole Estate,Modern 3 bedroom duplex with 3 units of 2 bedroom flat measuring approximately 1130sqms at Oluyole...
2bdrm Block of Flats in Akala Express for sale,"₦ 170,000,000",Akala Express,5 unit 2 bedroom with 1 bedroom off akala express way full video and pics available newly built ■...
"5bdrm Duplex in Aerodrome Gra, Samonda for sale","₦ 280,000,000",Samonda,On Sale Newly build Fully Detached 5 bedrooms Penthouse duplex in high brow estate Buy & live in...
"3bdrm Duplex in Carlton Gate Gra, Akobo for sale","₦ 160,000,000",Akobo,"Luxury 3-Bed Duplex with BQ Location: Carlton Gate GRA Spacious, well-finished, and located in a..."
5bdrm Duplex in Heritage Estate for sale,"₦ 180,000,000",Oluyole Estate,Luxury fully detached 4 bedroom duplex with a room bq Location: Heritage estate Oluyole EXT Well...
"6bdrm House in Olodo, Iwo Road for sale","₦ 32,000,000",Iwo Road,3 Units of 2-Bedroom Flats Land Size: Standard Full Plot Location: Just 5 Minutes Drive from Olodo...
"2bdrm Block of Flats in Peace Estate, Akala Express for sale","₦ 65,000,000",Akala Express,"For Sale Standard twin flat of 2 bedroom at serene environment tarred estate, Location: peace..."
"5bdrm Duplex in Iyaganku, Iyanganku for sale","₦ 150,000,000",Iyanganku,This is a newly built exotic terraced 4 bedroom duplex with a bq in a prime GRA. It has spacious...
"Furnished 4bdrm Duplex in Bovas, Oluyole Estate for sale","₦ 180,000,000",Oluyole Estate,4 bedroom duplex with detached bq behind Bovas Oluyole Estate Source(Zaf)
4bdrm Duplex in Bodija for sale,"₦ 180,000,000",Bodija,"4 Bedroom Semi-Detached Duplex Ashi, Bodija, Ibadan Price: ₦180 million Title: Certificate of..."
"8bdrm Apartment in Mongana Estate, Akala Express for sale","₦ 60,000,000",Akala Express,"A well-structured property comprises 6 units, situated on two standard plots. 2 units of 2-bedroom..."
"4bdrm Duplex in Carlton Gate Estate, Akobo for sale","₦ 160,000,000",Akobo,*4 Beds / Carlton Gate /* For Sale !! Newly Built 3 Beds Terrace Duplex Home With 1 Bq in...
"6bdrm Duplex in Ikolaba Gra, Agodi for sale","₦ 140,000,000",Agodi,Tastefully finished newly built 2 units of luxurious 5-bedroom detached duplex with room and parlor...
"3bdrm Bungalow in Oluwo Nla Estate, Basorun for sale","₦ 40,000,000",Basorun,For Sale A building of 3bedrooms on 487sqm land in residential area Amenities - 20hrs power...
10bdrm House in Progressive Estate for Sale,"₦ 75,000,000",Oluyole Estate,"This is a roofed uncompleted storey building on 4 plots of land, fully fenced and gated the building..."
Furnished 4bdrm Duplex in Oluyole for sale,"₦ 220,000,000",Oluyole Estate,"Duplexes FOR SALE at Star Gate Oluyole Estate, Ibadan 4 Bedroom Duplex (Gated and Fully Secured..."
5bdrm Duplex in Agodi for sale,"₦ 200,000,000",Agodi,5 Bedroom Duplex in gated estate Agodi GRA Ibadan 5 Bedrooms Fully detached duplex Home with BQ on...
"4bdrm Duplex in Ikolaba Estate, for sale","₦ 200,000,000",Bodija,"A Four(4) bedroom duplex with a 2 bedroom flat, a 3 bedroom flat and two units(2) of room and parlor..."
"4bdrm Duplex in Kolapo Ishola Gra, Akobo for sale","₦ 175,000,000",Akobo,"4 Units of 4-Bedroom fully detached duplexes with BQs with modern facilities - Pop ceilings, - Rooms..."
"3bdrm Bungalow in Harmony Estate, Eleyele for sale","₦ 60,000,000",Eleyele,"Direct ## Modern 3-Bedroom Detached Bungalow for Sale in Ibadan! *Location:* Harmony Estate,..."
"3bdrm Block of Flats in Aliri Opposite, Akobo for sale","₦ 18,000,000",Akobo,DISTRESS BUNGALOW FOR SALE FOR SALE A 3Bedroom bungalow and A room and parlour self contained...
Mini Flat in Ibadan Polytechnic/University for sale,"₦ 34,000,000",Ibadan Polytechnic/University,3 units mini flat on a full standard plot of land. Running water Prepaid meter Easy access to road
6bdrm Duplex in Arapaja Estate for sale,"₦ 170,000,000",Oluyole Estate,"Luxurious, beautiful 5 bedroom duplex with an executive 1 bedroom apartment as bq in a secluded and..."
"Furnished 4bdrm Duplex in Kolapo Ishola Gra, Akobo for sale","₦ 350,000,000",Akobo,"Newly built luxury 4-bedroom penthouse with laundry room & bq location: kolapo ishola gra, akobo,..."
4bdrm Duplex in Akobo for sale,"₦ 265,000,000",Akobo,"4 Bedroom Duplex inside gated estate at carton gate akobo ibadan Location: Carlton Gate Estate,..."
"7bdrm Duplex in Alegongo, Akobo for sale","₦ 120,000,000",Akobo,"7-Bedroom Duplex for Sale – Alegongo, Akobo, Ibadan Price: ₦120M (Asking) Location: Tomiwa Awe..."
"5bdrm Duplex in Carlton Gate Estate, Akobo for sale","₦ 265,000,000",Akobo,*5 Beds / Carlton Gate / For Sale !! Newly Built Contemporary 4 Beds Duplex Home with Room Bq In...
"4bdrm Bungalow in Yanbule Estate, Akobo for sale","₦ 75,000,000",Akobo,"FOR SALE 4 Bedrooms bungalow sitting on over 600sqm piece of land : Location : Yanbule Est.,..."
"2bdrm Bungalow in Elenusonso Area, Idishin for sale","₦ 18,000,000",Idishin,"Finished 2 bedroom bungalow with mordern facilities. *LOCATION:* Elenusoso Area, Adejumo, Alafara,..."
3bdrm Duplex in Asabari-Olosun Apata for sale,"₦ 8,000,000",Apata,This is an uncompleted 3 bedroom duplex at decking level in a developing estate. It is a well-built...
"Furnished 4bdrm Bungalow in Alafia By Lakunkle, Akala Express for sale","₦ 70,000,000",Akala Express,"Standard 4 bedroom bungalow with 2 sitting room on over 600sqm of land , located at alafia after..."
Furnished 4bdrm Duplex in Jericho for sale,"₦ 350,000,000",Jericho,4 bedroom duplex at jericho GRA Ibadan Fully furnished for sale at Jericho GRA 4bedrooms Price :...
6bdrm Duplex in Akobo for sale,"₦ 190,000,000",Akobo,"Newly completed 5bedroom duplex with BQ Features: * Rooms Ensuite, * Fenced & Gated, * Modern..."
"5bdrm Duplex in Kolapo Ishola Gra, Akobo for sale","₦ 380,000,000",Akobo,"## Luxurious 5-Bedroom Detached Duplex for Sale! *Location:* Kolapo Ishola GRA, Akobo, Ibadan..."
"Furnished 4bdrm Duplex in Cassie Avenue, for sale","₦ 220,000,000",Alalubosa,*| NEED TO SELL VERY FAST| * *”AVAILABLE SALE LISTINGS”* A Contemporary newly built and structurally...
"6bdrm Duplex in Bera Estate Off, Ibadan for sale","₦ 390,000,000",Ibadan,"For sale fully automated smart duplexes *locations:* bera estate off chevron drive, lekki lagos. ..."
"4bdrm Duplex in Aare Avenue, Bodija for sale","₦ 180,000,000",Bodija,"FOR SALE Fresh & Brand New Project Exquisite and modern 5 bedrooms duplex , maid room inclusive,..."
"12bdrm Block of Flats in Adeoya Est, Iyana, Ibadan for sale","₦ 60,000,000",Ibadan,FOR OUTRIGHT SALE* DIRECT INSTRUCTIONS A storey building each floor containing two 3-Bedroom flats...
4bdrm Duplex in Jericho Gra for sale,"₦ 250,000,000",Jericho,"6-units of newly built smart 4 bedroom modern detached duplexes, each with a room BQ. Beautifully..."
4bdrm Duplex in Akobo for sale,"₦ 220,000,000",Akobo,4 bedroom trplex with penthouse house and bq at kolapo ishola gra akobo ibadan Modern & exquisitely...
"8bdrm House in Temidayo Estate, Ologuneru for sale","₦ 40,000,000",Ologuneru,2 units of 3 bedroom flat and 2 unit of room & parlor on a full 1 1⁄2 plot of land features *...
"4bdrm Duplex in Idi Ishin Estate, Jericho for sale","₦ 180,000,000",Jericho,*4 beds / jericho for sale !! newly built 4 bedrooms detached duplex in fully residential area...
"4bdrm Duplex in Heritage Estate,, Akala Express for sale","₦ 150,000,000",Akala Express,A Luxuriously Designed Fully Detached 4bedroom Duplex With A BQ . *FEATURES * - Decently Finished...
3bdrm Bungalow in Aleshinloye/Jericho for sale,"₦ 80,000,000",Ibadan,Uncompleted 3bedroom twin bungalow sitting on 1000sqm of land NB: Lintel level ...
3bdrm Duplex in Peace Estate Ayilara for sale,"₦ 90,000,000",Oluyole Estate,"This is a newly built 3 bedroom duplex in a secured, well planned estate. It is on the main street..."
"4bdrm Bungalow in Teller Estate, Akobo for sale","₦ 20,000,000",Akobo,"4 bedrooms all en suite with security House fenced but not gated, roofed completed Contact for..."
4bdrm Duplex in Jericho for sale,"₦ 150,000,000",Jericho,4 bedroom semi detached duplex at Alpha Grace gated Estate NIHORT jericho ibadan Modern 4 bedroom...
"5bdrm Duplex in Carlton Gate Estate, Akobo for sale","₦ 220,000,000",Akobo,Contemporary 4 Bedroom Detached Duplex with a BQ and Cinema Room and Bar Location: Carlton Gate...
"5bdrm Bungalow in Aiyegoro Estate, Akobo for sale","₦ 150,000,000",Akobo,*5 Beds / Akobo / 150M* For Sale !! Newly Built 5 Beds Modern Bungalow Home + Security Post built...
"Furnished 3bdrm Bungalow in Along Ajimobi, Moniya for sale","₦ 65,000,000",Moniya,Complete Furnished 3bedroom bungalow Building on a plot of land with Carport and Registered survey....
"5bdrm Duplex in Iyaganku G.R.A, , Iyanganku for sale","₦ 200,000,000",Iyanganku,"Newly built four(4) bedroom duplex with a BQ self compound. In a serene environment, semi detached..."
Furnished 5bdrm Duplex in Malami Estate for sale,"₦ 300,000,000",Oluyole Estate,For sale 5bedroom fully detached duplex for sale facilities: - [ ] 5bedroom - [ ] fitted kitchen...
5bdrm Duplex in New Bodija for sale,"₦ 180,000,000",Bodija,"Six (6) Units of 5-bedroom fully detached triplexes with a study, 2 family lounge etc at New Bodija,..."
"Furnished 2bdrm Block of Flats in Diamond, Ologuneru for sale","₦ 100,000,000",Ologuneru,"8 BDRM AT DIAMOND ESTATE OLOGUNERU FOR SALE This is a well built, exotic, tastefully finished 4..."
4bdrm Duplex in Basorun for sale,"₦ 155,000,000",Basorun,4 bedroom duplex with BQ at lere adigun GRA Basorun ibadan A Newly constructed 4 bedroom detached...
"3bdrm Duplex in Carlton Gate Estate,, Akobo for sale","₦ 140,000,000",Akobo,"Fully detached 3-bedroom duplex location: carlton gate estate, akobo, ibadan price: ₦140m land..."
"4bdrm Duplex in Sonbeam Sch Area, Bodija for sale","₦ 200,000,000",Bodija,"## 4-Bedroom Duplex for Sale! *Location:* Sunbeam Area, New Bodija, Ibadan *Title:* Survey & Land..."
